theta1,theta2,theta3
0.282147,0.0858588,0.631995
0.270297,0.227484,0.502219
0.264967,0.376325,0.358708
0.216464,0.30333,0.480206
0.0474089,0.244563,0.708029
0.384375,0.110393,0.505231
0.472624,0.13907,0.388306
0.264297,0.182737,0.552966
0.0103107,0.193494,0.796195
0.222944,0.19793,0.579127
0.0838184,0.266808,0.649374
0.137515,0.510585,0.3519
0.254902,0.210872,0.534226
0.424457,0.203322,0.372221
0.1994,0.138588,0.662011
0.0847004,0.314037,0.601262
0.124762,0.319629,0.555609
0.375755,0.0371881,0.587057
0.126195,0.179461,0.694344
0.30629,0.287303,0.406407
0.382208,0.206517,0.411275
0.159115,0.319875,0.521009
0.302313,0.197985,0.499702
0.15544,0.373188,0.471372
0.144746,0.170908,0.684346
0.234795,0.282219,0.482986
0.0925072,0.314848,0.592645
0.0148787,0.270025,0.715097
0.0539856,0.229589,0.716426
0.159537,0.377711,0.462751
0.1408,0.530963,0.328237
0.164709,0.333324,0.501967
0.176832,0.600226,0.222943
0.137838,0.353172,0.50899
0.108274,0.23765,0.654076
0.248499,0.210877,0.540624
0.265868,0.312277,0.421854
0.0419635,0.350222,0.607815
0.40903,0.354061,0.236909
0.142541,0.0450874,0.812372
0.198081,0.230496,0.571423
0.122912,0.507239,0.369849
0.0164835,0.384865,0.598651
0.158193,0.291555,0.550251
0.164434,0.073636,0.76193
0.0968227,0.193312,0.709865
0.333126,0.176123,0.490751
0.0732553,0.474862,0.451882
0.252414,0.312969,0.434617
0.0702116,0.467846,0.461942
0.37787,0.20988,0.41225
0.131486,0.416763,0.451752
0.22739,0.315237,0.457373
0.159823,0.212409,0.627768
0.225331,0.106509,0.66816
0.223649,0.0789141,0.697437
0.364891,0.143868,0.491241
0.186008,0.57149,0.242503
0.200188,0.122824,0.676988
0.148477,0.296612,0.554911
0.123967,0.354162,0.521871
0.0487967,0.236638,0.714566
0.17073,0.38559,0.44368
0.0440653,0.273096,0.682839
0.128307,0.388737,0.482956
0.0542591,0.18124,0.7645
0.0309415,0.486135,0.482924
0.0911856,0.294482,0.614332
0.495343,0.215078,0.289579
0.272245,0.484816,0.242939
0.265496,0.445226,0.289279
0.206005,0.285957,0.508038
0.476406,0.221907,0.301688
0.240764,0.269164,0.490073
0.391143,0.274398,0.334459
0.13103,0.528747,0.340224
0.0840486,0.482768,0.433184
0.14904,0.301728,0.549231
0.510274,0.0880699,0.401656
0.180526,0.352929,0.466545
0.056273,0.384545,0.559182
0.0709371,0.309911,0.619152
0.272885,0.407818,0.319297
0.14657,0.145343,0.708087
0.159708,0.186348,0.653944
0.180154,0.229519,0.590327
0.25456,0.181668,0.563772
0.0743258,0.3771,0.548574
0.0685246,0.150424,0.781052
0.411852,0.341012,0.247137
0.183842,0.397243,0.418915
0.28882,0.597443,0.113737
0.111721,0.543275,0.345004
0.151817,0.369307,0.478876
0.0348564,0.176077,0.789067
0.375925,0.150936,0.473139
0.409291,0.175474,0.415235
0.101165,0.157155,0.74168
0.310443,0.171653,0.517904
0.198462,0.26398,0.537557
0.311314,0.353949,0.334737
0.398028,0.329302,0.272669
0.226033,0.498688,0.27528
0.0652826,0.173003,0.761714
0.147436,0.291783,0.560781
0.182854,0.500611,0.316534
0.0864645,0.487243,0.426292
0.175934,0.630825,0.193241
0.127927,0.228591,0.643483
0.0372229,0.128041,0.834736
0.0505592,0.207098,0.742343
0.073021,0.127307,0.799672
0.130052,0.0981271,0.771821
0.0758963,0.241745,0.682359
0.197436,0.11227,0.690294
0.177906,0.279822,0.542273
0.169369,0.287186,0.543444
0.528688,0.158219,0.313093
0.118394,0.242096,0.63951
0.515853,0.199405,0.284742
0.366505,0.12388,0.509614
0.0610411,0.349653,0.589305
0.536414,0.202922,0.260664
0.529855,0.281046,0.1891
0.358893,0.189301,0.451806
0.178362,0.261818,0.55982
0.262209,0.399588,0.338203
0.197063,0.408794,0.394142
0.147325,0.0648981,0.787777
0.418466,0.115318,0.466216
0.0630565,0.136914,0.80003
0.261158,0.389454,0.349387
0.0298934,0.299049,0.671058
0.302725,0.426944,0.270331
0.416291,0.284227,0.299482
0.0998407,0.573748,0.326411
0.260454,0.205244,0.534302
0.146881,0.369117,0.484001
0.201983,0.0880921,0.709925
0.242328,0.281865,0.475807
0.325418,0.300702,0.37388
0.0603435,0.092452,0.847204
0.0306651,0.215509,0.753826
0.080804,0.153973,0.765223
0.0930725,0.521029,0.385898
0.298374,0.35119,0.350436
0.0354421,0.398045,0.566513
0.149256,0.395357,0.455387
0.35977,0.138115,0.502115
0.138765,0.372245,0.48899
0.136405,0.12512,0.738475
0.10307,0.123351,0.773579
0.232965,0.133592,0.633442
0.0640685,0.491204,0.444728
0.0734167,0.127351,0.799233
0.23595,0.356113,0.407937
0.0705456,0.327227,0.602228
0.238302,0.42783,0.333867
0.0376352,0.299151,0.663213
0.0352994,0.179531,0.78517
0.216365,0.435797,0.347838
0.0774965,0.398671,0.523833
0.391033,0.180656,0.428311
0.278625,0.129517,0.591858
0.229062,0.339553,0.431385
0.400889,0.141798,0.457314
0.165399,0.115512,0.719088
0.23435,0.289916,0.475734
0.300938,0.148476,0.550586
0.260092,0.497609,0.242298
0.165725,0.24968,0.584595
0.167381,0.165754,0.666866
0.169669,0.237026,0.593305
0.265253,0.306759,0.427988
0.103758,0.24534,0.650902
0.184496,0.0988269,0.716678
0.178812,0.335155,0.486033
0.397416,0.293795,0.308789
0.132244,0.400047,0.467709
0.036549,0.134157,0.829294
0.0142878,0.13282,0.852892
0.123725,0.436181,0.440095
0.118101,0.2279,0.653999
0.11095,0.443921,0.44513
0.411495,0.314254,0.274251
0.0779895,0.333427,0.588583
0.167691,0.167559,0.66475
0.0646343,0.435233,0.500132
0.0348992,0.6426,0.322501
0.0966643,0.410445,0.49289
0.410174,0.168324,0.421502
0.444631,0.244886,0.310483
0.131951,0.403819,0.46423
0.179762,0.52816,0.292078
0.158952,0.267438,0.57361
0.120211,0.466695,0.413094
0.0973237,0.221671,0.681005
0.220995,0.106127,0.672878
0.43099,0.288939,0.280071
0.116897,0.670232,0.212871
0.29964,0.124561,0.575799
0.0253742,0.3665,0.608126
0.388748,0.274247,0.337005
0.394213,0.0803138,0.525473
0.0582588,0.435801,0.50594
0.248671,0.180605,0.570723
0.263074,0.210672,0.526255
0.0476532,0.388724,0.563622
0.270691,0.214877,0.514432
0.121167,0.29287,0.585963
0.0572589,0.704368,0.238373
0.353071,0.265852,0.381077
0.305512,0.0812341,0.613253
0.327924,0.321201,0.350876
0.0642502,0.245038,0.690711
0.150654,0.381409,0.467937
0.213875,0.335416,0.450709
0.21134,0.306812,0.481848
0.0668487,0.343649,0.589503
0.106796,0.420643,0.472561
0.0799175,0.235138,0.684945
0.0495311,0.175414,0.775055
0.121707,0.212086,0.666207
0.366929,0.189346,0.443725
0.188826,0.295594,0.51558
0.377584,0.395438,0.226979
0.156161,0.20966,0.634179
0.0752175,0.35522,0.569562
0.528145,0.228237,0.243618
0.0653275,0.432436,0.502237
0.258685,0.106044,0.635271
0.331798,0.195638,0.472563
0.431158,0.0583187,0.510523
0.121917,0.182151,0.695932
0.135094,0.414561,0.450345
0.0476975,0.238707,0.713595
0.327116,0.195952,0.476931
0.31528,0.238798,0.445922
0.21538,0.33464,0.44998
0.42981,0.143531,0.426659
0.289089,0.216447,0.494464
0.449704,0.237273,0.313023
0.224781,0.286998,0.488221
0.326833,0.212632,0.460535
0.165039,0.0627568,0.772205
0.169274,0.695219,0.135507
0.151278,0.45796,0.390762
0.0774777,0.327053,0.595469
0.0611906,0.364826,0.573983
0.312471,0.359868,0.327661
0.302929,0.173075,0.523997
0.259357,0.35856,0.382084
0.107071,0.641677,0.251252
0.125067,0.446569,0.428364
0.217706,0.45218,0.330114
0.603201,0.0430427,0.353756
0.229887,0.351152,0.418961
0.194619,0.340837,0.464544
0.116859,0.376809,0.506332
0.107832,0.177859,0.714309
0.227305,0.417833,0.354862
0.351975,0.346541,0.301484
0.308158,0.244591,0.447251
0.0805225,0.527359,0.392118
0.0307533,0.374204,0.595043
0.0901606,0.237529,0.67231
0.0665826,0.358687,0.57473
0.109834,0.36733,0.522836
0.339755,0.169652,0.490593
0.515483,0.278495,0.206023
0.0867475,0.530782,0.382471
0.349821,0.232928,0.417251
0.155834,0.511981,0.332186
0.375457,0.214892,0.409652
0.264254,0.396057,0.339689
0.125436,0.216618,0.657946
0.12801,0.444767,0.427223
0.106767,0.238411,0.654821
0.0525668,0.545665,0.401769
0.18076,0.241106,0.578135
0.13233,0.329924,0.537746
0.0526693,0.150067,0.797264
0.159028,0.300515,0.540457
0.0555612,0.469447,0.474992
0.0375671,0.295027,0.667406
0.0836239,0.559838,0.356539
0.111822,0.43968,0.448498
0.241344,0.329925,0.428731
0.117379,0.334646,0.547975
0.319077,0.217745,0.463178
0.0971763,0.498722,0.404102
0.0401379,0.44544,0.514422
0.066775,0.162427,0.770798
0.177147,0.106303,0.71655
0.0968857,0.275582,0.627532
0.369289,0.303517,0.327194
0.140397,0.270154,0.589449
0.175326,0.359098,0.465576
0.214918,0.45187,0.333212
0.567325,0.264448,0.168227
0.426426,0.0670541,0.506519
0.138461,0.218068,0.643471
0.404061,0.176336,0.419603
0.0646843,0.163128,0.772188
0.161139,0.434453,0.404407
0.148851,0.351449,0.4997
0.256322,0.330537,0.41314
0.173139,0.287087,0.539773
0.0651072,0.334964,0.599929
0.10552,0.685025,0.209455
0.182298,0.278822,0.53888
0.228251,0.38618,0.38557
0.471861,0.188565,0.339573
0.219624,0.370506,0.40987
0.331715,0.179679,0.488606
0.507183,0.17798,0.314836
0.269107,0.348614,0.382279
0.110756,0.346729,0.542515
0.214255,0.141758,0.643987
0.285344,0.114372,0.600284
0.422943,0.167651,0.409406
0.0121568,0.14681,0.841033
0.136458,0.404026,0.459516
0.0945039,0.249883,0.655613
0.201549,0.455989,0.342462
0.389071,0.340644,0.270285
0.0893028,0.208991,0.701707
0.308688,0.192352,0.49896
0.117785,0.349471,0.532744
0.142639,0.177953,0.679408
0.106313,0.380088,0.513599
0.0815197,0.235874,0.682606
0.163399,0.25072,0.58588
0.301876,0.410292,0.287832
0.182383,0.29407,0.523547
0.121039,0.188149,0.690813
0.187455,0.484321,0.328224
0.424759,0.364234,0.211007
0.128135,0.634552,0.237312
0.133265,0.431836,0.434899
0.508564,0.187226,0.30421
0.0668462,0.382231,0.550923
0.164629,0.427753,0.407618
0.198556,0.23946,0.561983
0.186074,0.27493,0.538996
0.216691,0.17383,0.609478
0.55034,0.192602,0.257058
0.134282,0.195384,0.670334
0.115198,0.530589,0.354213
0.25217,0.150515,0.597316
0.135764,0.228374,0.635862
0.449113,0.122116,0.428771
0.106405,0.11125,0.782345
0.374726,0.12253,0.502744
0.210061,0.331692,0.458246
0.0544219,0.407205,0.538373
0.167945,0.299031,0.533024
0.114695,0.139429,0.745876
0.413244,0.270938,0.315818
0.137922,0.180411,0.681667
0.236855,0.238476,0.524668
0.0655822,0.36693,0.567488
0.232452,0.175179,0.592369
0.264406,0.300262,0.435332
0.0716835,0.286014,0.642303
0.24486,0.414208,0.340932
0.227551,0.36946,0.402989
0.40345,0.090318,0.506232
0.0513454,0.688768,0.259887
0.444436,0.160854,0.39471
0.238683,0.238753,0.522564
0.218703,0.246502,0.534794
0.196937,0.410918,0.392145
0.0439011,0.282203,0.673896
0.10014,0.379913,0.519947
0.0571239,0.599138,0.343738
0.0681675,0.496312,0.435521
0.0835837,0.36598,0.550436
0.042443,0.506398,0.451159
0.235906,0.0522599,0.711834
0.132025,0.293126,0.57485
0.276187,0.318781,0.405032
0.0434392,0.300307,0.656254
0.234589,0.152189,0.613221
0.131857,0.329101,0.539042
0.338002,0.194844,0.467154
0.161467,0.303363,0.53517
0.0961032,0.267063,0.636833
0.219652,0.334581,0.445767
0.194374,0.264123,0.541503
0.293033,0.278563,0.428404
0.536422,0.098621,0.364957
0.106623,0.304905,0.588473
0.054903,0.248407,0.69669
0.283621,0.427727,0.288651
0.412092,0.164796,0.423112
0.173373,0.146124,0.680503
0.55769,0.0385171,0.403793
0.0188802,0.450179,0.530941
0.104605,0.588657,0.306739
0.15335,0.534979,0.311671
0.101112,0.293281,0.605607
0.287057,0.413146,0.299797
0.239057,0.166945,0.593999
0.212824,0.387939,0.399236
0.390487,0.175037,0.434476
0.296523,0.199084,0.504393
0.113986,0.229931,0.656083
0.143932,0.206263,0.649805
0.180349,0.437823,0.381827
0.199165,0.24636,0.554475
0.508857,0.267403,0.223741
0.0811489,0.189956,0.728895
0.203232,0.0789742,0.717794
0.204954,0.120006,0.675039
0.043123,0.598945,0.357932
0.117521,0.306119,0.57636
0.205623,0.320652,0.473726
0.220918,0.274994,0.504088
0.154713,0.401874,0.443413
0.179605,0.426709,0.393687
0.121107,0.294487,0.584406
0.428865,0.236403,0.334732
0.227203,0.401239,0.371559
0.170698,0.140367,0.688935
0.463405,0.117207,0.419388
0.197423,0.444224,0.358353
0.267334,0.46875,0.263916
0.227992,0.321939,0.450069
0.00718545,0.272379,0.720436
0.297045,0.109125,0.59383
0.298544,0.239349,0.462108
0.0436387,0.247252,0.709109
0.0592365,0.523946,0.416817
0.135935,0.380777,0.483287
0.290984,0.247263,0.461753
0.303277,0.184688,0.512035
0.0330331,0.523715,0.443251
0.082158,0.534629,0.383213
0.4292,0.415737,0.155064
0.209183,0.292854,0.497964
0.0960148,0.359426,0.544559
0.0726588,0.279189,0.648152
0.2168,0.133721,0.649479
0.337021,0.262245,0.400734
0.265043,0.303972,0.430985
0.33325,0.112886,0.553864
0.158829,0.351703,0.489467
0.303014,0.330909,0.366076
0.262928,0.522707,0.214365
0.318255,0.225413,0.456332
0.153246,0.649769,0.196986
0.272386,0.326325,0.401289
0.204896,0.128778,0.666326
0.209356,0.0320534,0.758591
0.0712724,0.431309,0.497418
0.29443,0.523954,0.181616
0.0186956,0.292843,0.688462
0.0992934,0.0899199,0.810787
0.0446445,0.304407,0.650949
0.142781,0.19796,0.659259
0.294261,0.078341,0.627399
0.0198363,0.667588,0.312576
0.0691667,0.230764,0.700069
0.0653372,0.494794,0.439869
0.111579,0.388076,0.500346
0.206554,0.533483,0.259963
0.155486,0.110027,0.734487
0.186113,0.40972,0.404168
0.474655,0.138868,0.386477
0.579396,0.302576,0.118028
0.302757,0.292883,0.40436
0.37757,0.125169,0.49726
0.186874,0.383358,0.429767
0.138679,0.400132,0.46119
0.1331,0.228657,0.638242
0.340311,0.0753271,0.584362
0.125571,0.291783,0.582646
0.147075,0.133864,0.719061
0.320583,0.0731163,0.6063
0.103983,0.397723,0.498293
0.51924,0.0834049,0.397355
0.307083,0.11879,0.574127
0.333626,0.176553,0.489821
0.371972,0.177711,0.450317
0.144763,0.383514,0.471723
0.530894,0.179375,0.289731
0.241969,0.190552,0.567479
0.291891,0.372534,0.335575
0.422045,0.512136,0.0658185
0.589831,0.203349,0.206821
0.203795,0.494329,0.301876
0.157075,0.0681669,0.774759
0.1292,0.582957,0.287842
0.126491,0.53197,0.341539
0.247947,0.322992,0.429061
0.318621,0.130173,0.551205
0.288205,0.430218,0.281577
0.335999,0.129594,0.534406
0.230294,0.177482,0.592225
0.48398,0.277052,0.238967
0.0727014,0.297036,0.630263
0.18788,0.262629,0.549491
0.230588,0.0926666,0.676746
0.443807,0.257009,0.299184
0.0776689,0.528011,0.39432
0.255604,0.477123,0.267272
0.0624093,0.267142,0.670448
0.300153,0.139612,0.560235
0.123164,0.328278,0.548558
0.387078,0.18419,0.428732
0.206141,0.299152,0.494706
0.443943,0.0836512,0.472405
0.482938,0.0408329,0.476229
0.10062,0.23107,0.668311
0.0766833,0.302137,0.62118
0.30526,0.238528,0.456211
0.122312,0.212461,0.665227
0.317571,0.300603,0.381826
0.296605,0.489939,0.213456
0.350893,0.42771,0.221397
0.192048,0.310472,0.497481
0.403803,0.219993,0.376203
0.291867,0.125075,0.583059
0.466389,0.300616,0.232994
0.232568,0.042944,0.724488
0.164185,0.292797,0.543018
0.0842462,0.131692,0.784062
0.179615,0.517619,0.302766
0.332514,0.245975,0.421511
0.212307,0.278032,0.509661
0.0789409,0.347212,0.573848
0.271092,0.405731,0.323177
0.155213,0.1691,0.675688
0.159596,0.275756,0.564648
0.141445,0.396422,0.462133
0.211034,0.307379,0.481586
0.061314,0.271601,0.667084
0.112988,0.283112,0.6039
0.182812,0.432436,0.384752
0.0667651,0.189185,0.74405
0.164325,0.212386,0.623289
0.170372,0.575319,0.254309
0.0842648,0.552701,0.363035
0.0813858,0.468869,0.449746
0.0599671,0.542278,0.397755
0.204383,0.334628,0.460989
0.161728,0.504529,0.333743
0.191729,0.107257,0.701014
0.109813,0.4665,0.423687
0.319508,0.147786,0.532706
0.0258049,0.27837,0.695825
0.2995,0.218211,0.482289
0.176455,0.369669,0.453876
0.110052,0.52679,0.363158
0.124142,0.408646,0.467212
0.247831,0.548934,0.203235
0.14418,0.443321,0.412499
0.244615,0.470407,0.284978
0.211366,0.0881089,0.700525
0.301916,0.172643,0.525441
0.234866,0.198152,0.566982
0.169292,0.060116,0.770592
0.24554,0.497641,0.256819
0.161519,0.560473,0.278008
0.0815513,0.322827,0.595621
0.205882,0.357412,0.436707
0.233047,0.342801,0.424153
0.392649,0.219007,0.388343
0.0244307,0.266629,0.70894
0.295433,0.0486451,0.655921
0.134203,0.298638,0.567159
0.0163187,0.238101,0.74558
0.114741,0.279698,0.605561
0.229491,0.237378,0.53313
0.216373,0.321269,0.462358
0.199117,0.292345,0.508538
0.262357,0.226722,0.510921
0.0776735,0.565855,0.356472
0.14606,0.513988,0.339952
0.160835,0.248363,0.590802
0.304441,0.423011,0.272548
0.171684,0.421798,0.406518
0.50722,0.180721,0.312059
0.130486,0.159693,0.70982
0.281791,0.242568,0.475642
0.214637,0.202739,0.582624
0.268794,0.341389,0.389817
0.102764,0.548288,0.348948
0.0655574,0.285316,0.649126
0.20734,0.233115,0.559545
0.295969,0.329389,0.374643
0.416545,0.393748,0.189707
0.367365,0.163224,0.469411
0.177977,0.266997,0.555026
0.26636,0.208412,0.525228
0.112147,0.146873,0.74098
0.0754232,0.746597,0.17798
0.0629596,0.519905,0.417135
0.0971315,0.303999,0.598869
0.208098,0.255079,0.536823
0.0927646,0.377974,0.529261
0.0573048,0.212817,0.729878
0.28163,0.280668,0.437702
0.373725,0.189699,0.436577
0.043755,0.551162,0.405083
0.12604,0.602825,0.271136
0.0602411,0.235543,0.704216
0.121602,0.632329,0.246069
0.217879,0.089194,0.692927
0.0322282,0.354904,0.612868
0.142289,0.430121,0.427589
0.080685,0.27589,0.643425
0.0381969,0.127142,0.834662
0.155968,0.151281,0.692752
0.27888,0.111452,0.609669
0.255546,0.163364,0.58109
0.519851,0.111448,0.368701
0.362358,0.142595,0.495047
0.0392158,0.141994,0.818791
0.486976,0.197436,0.315588
0.293524,0.367617,0.338859
0.190656,0.199354,0.60999
0.160643,0.547292,0.292066
0.0648832,0.467868,0.467249
0.369658,0.376757,0.253585
0.0385876,0.462253,0.49916
0.363713,0.136001,0.500286
0.0420312,0.105583,0.852386
0.0822522,0.44606,0.471688
0.171342,0.2063,0.622358
0.0912936,0.0969441,0.811762
0.0173572,0.44797,0.534673
0.172837,0.253683,0.57348
0.0631767,0.346946,0.589877
0.150224,0.247476,0.6023
0.173755,0.126011,0.700234
0.240894,0.339167,0.419938
0.17944,0.605535,0.215025
0.176791,0.314116,0.509093
0.108671,0.252365,0.638964
0.102589,0.292559,0.604852
0.0840467,0.227796,0.688157
0.0457061,0.524787,0.429506
0.115846,0.080696,0.803458
0.365702,0.337973,0.296324
0.208943,0.151887,0.63917
0.11797,0.427955,0.454075
0.0805265,0.304025,0.615448
0.133106,0.530843,0.336052
0.137264,0.235973,0.626762
0.180675,0.15182,0.667505
0.295189,0.432096,0.272715
0.415924,0.175551,0.408525
0.0486196,0.467121,0.484259
0.234286,0.623233,0.142481
0.232288,0.221625,0.546087
0.194257,0.409345,0.396398
0.487605,0.205788,0.306607
0.0156863,0.368155,0.616158
0.311054,0.410077,0.278868
0.0479245,0.295307,0.656768
0.476712,0.0942548,0.429033
0.0642148,0.272266,0.663519
0.313138,0.10637,0.580493
0.401256,0.228245,0.370498
0.0889327,0.605601,0.305466
0.0254007,0.465579,0.50902
0.195381,0.322482,0.482137
0.107402,0.469495,0.423103
0.312629,0.250254,0.437118
0.325101,0.359032,0.315867
0.153306,0.285672,0.561022
0.0825076,0.538568,0.378924
0.0450178,0.493508,0.461474
0.18359,0.182122,0.634288
0.141408,0.182426,0.676166
0.221573,0.258043,0.520384
0.159267,0.242942,0.597791
0.338059,0.224473,0.437468
0.0801953,0.396223,0.523582
0.211639,0.365355,0.423006
0.169909,0.220817,0.609274
0.129703,0.213491,0.656807
0.169524,0.185954,0.644522
0.0627746,0.386588,0.550638
0.199189,0.269228,0.531583
0.0669736,0.298235,0.634791
0.501592,0.0847773,0.41363
0.0944502,0.0747267,0.830823
0.231124,0.177054,0.591822
0.194352,0.141604,0.664044
0.335817,0.283271,0.380911
0.128301,0.668207,0.203492
0.218128,0.188902,0.59297
0.162616,0.279425,0.55796
0.0400366,0.417113,0.542851
0.199841,0.579188,0.220971
0.0502354,0.273068,0.676697
0.169903,0.203012,0.627085
0.297201,0.160683,0.542116
0.182562,0.16662,0.650818
0.296923,0.236945,0.466131
0.138455,0.187805,0.673739
0.556249,0.126148,0.317602
0.16305,0.282979,0.553971
0.242739,0.468021,0.28924
0.024977,0.37355,0.601473
0.130431,0.271061,0.598508
0.0535708,0.332139,0.61429
0.199495,0.398687,0.401818
0.0817186,0.27257,0.645712
0.21677,0.379002,0.404228
0.208417,0.336418,0.455165
0.0825227,0.34819,0.569287
0.216583,0.250409,0.533008
0.23814,0.58433,0.17753
0.0509077,0.292986,0.656106
0.366048,0.18648,0.447472
0.272268,0.211161,0.516571
0.0471828,0.409691,0.543126
0.0875,0.224382,0.688118
0.113785,0.473983,0.412231
0.153217,0.0714658,0.775318
0.533979,0.311071,0.15495
0.375431,0.323919,0.30065
0.0933894,0.274095,0.632515
0.222029,0.373415,0.404556
0.0897282,0.243989,0.666283
0.212461,0.204973,0.582565
0.216635,0.26583,0.517535
0.199351,0.433869,0.36678
0.252998,0.425775,0.321227
0.394778,0.401356,0.203866
0.27743,0.330942,0.391628
0.323543,0.339305,0.337151
0.274636,0.243725,0.481639
0.0850228,0.200851,0.714126
0.247866,0.496724,0.25541
0.557651,0.117875,0.324474
0.107575,0.236138,0.656287
0.381763,0.262438,0.355799
0.207635,0.182608,0.609757
0.102868,0.194362,0.702771
0.266105,0.176112,0.557783
0.0387824,0.365837,0.595381
0.0218734,0.345044,0.633082
0.129857,0.525636,0.344507
0.219834,0.126046,0.654119
0.175847,0.346364,0.477789
0.0619332,0.111545,0.826522
0.0769347,0.155024,0.768041
0.589409,0.0761112,0.33448
0.184499,0.415497,0.400003
0.0492636,0.283241,0.667495
0.108371,0.199823,0.691805
0.245529,0.241306,0.513166
0.0858759,0.296788,0.617336
0.073029,0.349556,0.577415
0.134531,0.419195,0.446274
0.0335986,0.122523,0.843878
0.220899,0.300696,0.478405
0.155171,0.119853,0.724976
0.350125,0.155302,0.494573
0.0606469,0.380633,0.55872
0.445085,0.106035,0.448881
0.230832,0.233792,0.535376
0.273156,0.329159,0.397684
0.186702,0.236244,0.577054
0.284576,0.257708,0.457716
0.140023,0.147781,0.712197
0.280619,0.282413,0.436968
0.300151,0.52213,0.17772
0.0705828,0.548493,0.380924
0.116879,0.338739,0.544381
0.310938,0.250591,0.438471
0.411314,0.302263,0.286424
0.0990712,0.245242,0.655686
0.049141,0.408612,0.542247
0.158544,0.290991,0.550465
0.0237469,0.574963,0.40129
0.0140332,0.345466,0.640501
0.0787437,0.0892816,0.831975
0.12354,0.383907,0.492554
0.104161,0.246373,0.649466
0.314762,0.240496,0.444742
0.279258,0.21714,0.503602
0.2676,0.322313,0.410087
0.102463,0.515237,0.382299
0.449819,0.0706749,0.479506
0.199849,0.571185,0.228967
0.129551,0.476738,0.393711
0.128573,0.352124,0.519303
0.0853426,0.308943,0.605714
0.172917,0.271884,0.555199
0.372307,0.517443,0.11025
0.449258,0.101184,0.449558
0.403882,0.128076,0.468042
0.0515223,0.618993,0.329484
0.132438,0.486301,0.381261
0.166499,0.20231,0.631191
0.29663,0.129846,0.573524
0.275828,0.319891,0.404281
0.427655,0.171507,0.400838
0.0851172,0.159261,0.755622
0.264943,0.2631,0.471957
0.0729626,0.279719,0.647318
0.105036,0.552532,0.342432
0.0790458,0.3615,0.559454
0.081791,0.134761,0.783448
0.182056,0.535004,0.28294
0.452131,0.0818571,0.466012
0.154581,0.452312,0.393107
0.377623,0.248761,0.373616
0.203738,0.150972,0.64529
0.188656,0.508782,0.302562
0.0540876,0.321627,0.624286
0.184154,0.192903,0.622943
0.240531,0.265403,0.494066
0.0965536,0.350782,0.552665
0.289675,0.286763,0.423562
0.623391,0.0441425,0.332466
0.221344,0.330914,0.447742
0.3287,0.186245,0.485055
0.229919,0.454976,0.315105
0.0686192,0.292084,0.639297
0.196387,0.295447,0.508166
0.0645628,0.247749,0.687688
0.138188,0.142551,0.719261
0.511158,0.273465,0.215377
0.345434,0.506971,0.147595
0.378393,0.198435,0.423173
0.208461,0.220985,0.570555
0.341358,0.145473,0.513169
0.101524,0.552562,0.345914
0.111719,0.431565,0.456716
0.305398,0.207684,0.486918
0.160551,0.191321,0.648127
0.262767,0.172563,0.56467
0.0629031,0.557613,0.379484
0.17406,0.183181,0.642759
0.241001,0.136351,0.622648
0.362326,0.135111,0.502563
0.401772,0.124917,0.473312
0.245534,0.346508,0.407958
0.202217,0.175944,0.621839
0.118772,0.636284,0.244943
0.231714,0.31659,0.451695
0.0672546,0.320182,0.612563
0.0995802,0.488221,0.412199
0.112627,0.201332,0.686041
0.143663,0.262207,0.59413
0.148643,0.436055,0.415302
0.293045,0.393864,0.313091
0.0897058,0.345717,0.564577
0.119615,0.254127,0.626259
0.0671834,0.572344,0.360472
0.533773,0.0785344,0.387693
0.148665,0.502841,0.348494
0.110093,0.32714,0.562767
0.117985,0.502523,0.379492
0.1665,0.246825,0.586674
0.211586,0.144544,0.643871
0.0345123,0.277774,0.687714
0.266217,0.189585,0.544198
0.10999,0.439334,0.450676
0.0837804,0.12342,0.7928
0.554035,0.162906,0.28306
0.110659,0.168934,0.720407
0.125074,0.11549,0.759436
0.166263,0.168142,0.665594
0.207106,0.160829,0.632065
0.212932,0.216155,0.570913
0.330456,0.23721,0.432334
0.0637394,0.359264,0.576996
0.24697,0.164288,0.588742
0.0107444,0.292395,0.69686
0.323304,0.280692,0.396003
0.178493,0.201507,0.62
0.0328796,0.324904,0.642216
0.221394,0.527404,0.251202
0.112473,0.239151,0.648376
0.0482103,0.352739,0.599051
0.228396,0.44321,0.328394
0.318162,0.350576,0.331262
0.228232,0.174868,0.5969
0.171383,0.395253,0.433364
0.156205,0.305515,0.53828
0.157342,0.383309,0.459349
0.313451,0.29681,0.389739
0.0394638,0.153099,0.807437
0.0581589,0.229756,0.712085
0.135641,0.224393,0.639966
0.10179,0.667841,0.230369
0.543566,0.137914,0.31852
0.311896,0.327083,0.361021
0.204348,0.20848,0.587171
0.141454,0.521676,0.33687
0.118174,0.367155,0.514671
0.313192,0.153942,0.532867
0.104064,0.601521,0.294414
0.338014,0.114901,0.547085
0.140329,0.346548,0.513122
0.367141,0.247974,0.384885
0.253307,0.2828,0.463893
0.383978,0.216364,0.399658
0.151631,0.276039,0.57233
0.169237,0.185187,0.645576
0.234565,0.264477,0.500958
0.0410336,0.204614,0.754352
0.154111,0.509509,0.33638
0.0373731,0.576114,0.386513
0.157465,0.183931,0.658604
0.0669228,0.389252,0.543825
0.250157,0.387585,0.362258
0.243937,0.380427,0.375635
